name,ticker,nomicsid,coingeckoid,statuses,statusreasoning,primarysector,secondarysector,facts_data,opinions,rm_tr,format,coingeckolink,assetdescription,tokendescription,watchlist,messarilink
Celsius,CEL,CEL,celsius-degree-token,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/celsius-network-token,"The Celsius Network is a leading retail savings platform for interest-bearing
 and borrowing accounts with fiat on-ramp_ as well as a market-leading CeFi lending provider. Celsius Network operates on a community-first mandate_ giving 80% of its revenue back to its users in the form of additional earnings on saving and borrowing. Combining attractive interest rates_ low fees_ and a strong community_ the platform has experienced considerable growth since inception.",The primary use for CEL tokens is for staking_ maximizing interest_ and loan payment discounts. Rewards and rates are determined by a tiered system.The max supply of the token is 693_858_135.,TRUE,https://messari.io/asset/celsius
ChainLink,LINK,LINK,chainlink,Active,null,Computing,Oracle,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/chainlink,"Chainlink is a decentralised oracle
 network. It aims to serve as a middleware between smart contracts on smart contracting platforms and external data sources_ allowing smart contracts to securely access off-chain data feeds.","The native token is LINK_ which is used as both a payments token and work token. As a payment token_ LINK is used to pay Chainlink node operators for providing oracle services. As a work token_ LINK can be staked by node operators as collateral to provide oracle services.
LINK's staking function is optional and specified by smart contract creators requesting oracle services.",FALSE,https://messari.io/asset/chainlink
Chiliz,CHZ,CHZ,chiliz,Active,null,Culture & Entertainment,Social,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/chiliz,Chiliz (CHZ) is a digital currency for sports and entertainment_ powering the world’s first blockchain-based fan engagement & rewards platform Socios.com. Fans can purchase & trade branded Fan Tokens as well as having the ability to participate_ influence_ and vote in club-focused surveys & polls. Chiliz aims to foster a blockchain ecosystem built for sports and entertainment.,$CHZ is the exclusive digital currency of the Socios.com app_ and the only currency you can use to buy Fan Tokens. The max supply of this token is 8_888_888_888.,FALSE,https://messari.io/asset/chiliz
Civic,CVC,CVC,civic,Active,null,Digitization,Digitization,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/civic,Civic is attempting to create a decentralized identification platform that allows users to control their personally identifiable information (PII). The team believes that by using a distributed_ cryptographically secured database users can gain greater control of who access their data and how it is stored_ reducing identity theft and increasing access to identity for many in areas where government services are lacking. Civic imagines a broad set of applications such as travel documentation_ banking_ credit_ and web credentials.,The CVC token on the Civic ecosystem is used to support transactions related to services offered by the platform. It is an ERC20 standard token facilitating payments for smart contract commands and maintaining the blockchain that backs up the Civic platform.,FALSE,https://messari.io/asset/civic
ClearPOLL,POLL,POLL,clearpoll,Delisted,"- Token on Kucoin and Uniswap
- Very poor liquidity would not be able to safely trade this asset for clients ",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/clearpoll,null,null,FALSE,https://messari.io/asset/clearpoll-1
Cloakcoin,CLOAK,CLOAK,cloakcoin,Delisted,"- No Active Markets to trade token safely for clients
- Privacy Token",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/cloakcoin,null,null,FALSE,https://messari.io/asset/cloakcoin
Compound,COMP,COMP,compound-coin,Active,null,DeFi,Lending / Borrowing,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/compound,Compound is a lending platform built on Ethereum that enables users to permissionlessly borrow or lend from a pool of assets. Rather than interest rates being set by individuals_ they are determined algorithmically based on the proportion of assets lent out.,Compound allows users to deposit cryptocurrency into lending pools for access by borrowers. Lenders then earn interest on the assets they deposit. Once a deposit is made_ Compound awards a new cryptocurrency called a cToken (which represents the deposit) to the lender.,FALSE,https://messari.io/asset/compound
Contentos,COS,COS,contentos,Active,null,Culture & Entertainment,Broadcast,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/contentos,"Contentos is building a blockchain-based decentralized content ecosystem. The vision of Contentos is to build a ""decentralized digital content community that allows content to be freely produced_ distributed_ rewarded_ and traded_ while protecting author rights"".",COS is the native utility token in the Contentos ecosystem and its utility includes; voting rights_ gas fees and transactions on the platform.,TRUE,https://messari.io/asset/contentos
Convex Finance,CVX,CVX,convex-finance,Active,null,DeFi,Yield,Yes,Yes,No,null,https://www.coingecko.com/en/coins/convex-finance,null,null,FALSE,https://messari.io/asset/convex-finance
Cosmos,ATOM,ATOM,cosmos,Active,null,Smart Contract Platform,Multi-Chain / Parachain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/cosmos-hub,Cosmos is a distributed blockchain computing platform for smart contracts and decentralised applications. ,"ATOM is the native token for Cosmos
Use cases_
(1) A spam prevention mechanism_ 
(2) as staking token where ATOM can be bonded for rewards as economic safety for the Cosmos Hub_ 
(3) a governance token where ATOM holders govern the Cosmos Hub by voting on proposals.",FALSE,https://messari.io/asset/cosmos
Coti,COTI,COTI,coti,Active,null,Currency,Payments,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/coti,COTI is a fintech platform built on its own directed acyclic graph (DAG) based blockchain infrastructure with a Proof of Trust consensus algorithm and aims to become the base layer upon which future decentralised solutions are built.,COTi is the native token of the Coti network. This cryptocurrency is used as a common means of payment_ including all fees and staking inside the COTI ecosystem. The value arises from its usage as a means of payment and exchange. The greater the utility_ the more valuable and stable the currency will be.,FALSE,https://messari.io/asset/coti
Covalent,CQT,CQT,covalent,Active,null,Computing,Oracle,Yes,Yes,No,null,https://www.coingecko.com/en/coins/covalent,null,null,TRUE,https://messari.io/asset/covalent
Covesting,COV,COV,covesting,Delisted,"- Token only on Kucoin
-  Very poor liquidity would not be able to safely trade this asset for clients ",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/covesting,null,null,FALSE,https://messari.io/asset/covesting-1
Credits,CS,CS,credits,Delisted,"- Token only on Kucoin
- Very poor liquidity would not be able to safely trade this asset for clients ",null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/credits,null,null,FALSE,https://messari.io/asset/credits
Crypterium,CRPT,CRPT,crypterium,Sell Only,"- Token only on Kucoin
-  Very poor liquidity and depth",Computing,IoT,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/crypterium,Crypterium is a digital App that provides one of_ if not the most complete range of cryptocurrency products and services in the world; 15 at last count with many more on the horizon.,Its native token is CRPT_ which acts as the key player inside Crypterium ecosystem_ that ensures fast_ and secure value transfer while covering the fee on all crypto-to-fiat transactions.,TRUE,null
Crypto.com Coin,CRO,CRO,crypto-com-chain,Active,null,Currency,Transparent CeFi Currency,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/cronos,Crypto.com is a cryptocurrency exchange that supports trading_ investing_ staking_ wallets_ NFTs_ and more.,CRO is the native token of the Crypto.com platform. Crypto.com is a payment and cryptocurrency platform that empowers users to buy_ sell_ and pay with crypto.,FALSE,https://messari.io/asset/cronos
CRYPTO20,C20,C20,null,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
CryptoPunks,PUNK,PUNK2,punk-network,Delisted,- CryptoPunks reach out to traders if you have an interested client,null,null,Yes,Yes,No,null,null,null,null,TRUE,null
Curve DAO Token,CRV,CRV,curve-dao-token,Active,null,DeFi,AMM,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/curve-dao-token,Curve Finance is a decentralised exchange optimised for low slippage swaps between stablecoins or similar assets that peg to the same value,CRV is Curve Finance's native coin for governance. The CRV token controls the protocol and gives holders the ability to submit proposals and potential changes to the allocations of pools.,FALSE,https://messari.io/asset/curve
DAI,DAI,DAI,dai,Active,null,Currency,Stablecoin,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/dai,Dai a fully collateralized stablecoin native to Maker's decentralized autonomous organization (DAO).,DAI_ it can be used across the Ethereum network in a number of ways_ including: Staking of idle tokens to produce interest income_Borrowing DAI to buy other coins. Using it as a stable investment to hold profits from other token sales.,FALSE,https://messari.io/asset/dai
Darwinia Network Native Token,RING,RING,darwinia-network-native-token,Active,null,Computing,Shared Network,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/darwinia-network-native-token,Darwinia is the Web3.0 cross-chain bridge hub built on Substrate. Its major applications include Defi_ NFT_ Game. Darwinia is also written in the Polkadot light-paper.,RING is the native token of Darwinia and the primary asset of the Metaverse game Evolution Land.,TRUE,https://messari.io/asset/darwinia-network
Dash,DASH,DASH,dash,Delisted,- Privacy token.,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/dash,null,null,FALSE,https://messari.io/asset/dash
Debitum Network,DEB,DEB,anduschain,Delisted,- No Active Markets to trade token safely for clients,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/debitum-network,null,null,FALSE,null
Decentraland,MANA,MANA,decentraland,Active,null,Culture & Entertainment,Virtual World,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/decentraland,Decentraland is a decentralized_ traversable_ three-dimensional (3D)_ virtual reality platform being built on the Ethereum blockchain. The platform focuses on the ownership of parcels of digital land where users can create unique environments in a virtual world. Content creators will be able to prove ownership of_ and capture value from_ their contributions to the platform. Users will be able to traverse unique areas of content_ which can be clustered into districts_ giving content creators targeted traffic and allow for spatial discovery of new content by users.,MANA is Decentraland’s cryptocurrency token. It’s an ERC20 token that you use to purchase plots of LAND as well as pay for in-world goods and services. The max supply of this token is 2_193_775_427.,FALSE,https://messari.io/asset/decentraland
Decred,DCR,DCR,decred,Delisted,- Privacy token.,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/decred,null,null,FALSE,https://messari.io/asset/decred
DeepBrain Chain,DBC Legacy,DBC,deepbrain-chain,Delisted,- OLD Token,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/deepbrain-chain,null,null,FALSE,https://messari.io/asset/deepbrain-chain
